event_id,event_start_timestamp,from_grade,to_grade,operator_ramp_choice,ramp_duration_seconds,valve_wear_index,ambient_temp_c,prior_ash,max_abs_basis_weight_pct_dev,offspec_label,time_to_offspec_s,stabilization_time_seconds,stabilized_within_window,outcome_category,event_duration_seconds
172,2024-01-21 05:20:00,G5_Newsprint,G3_HeavyBond,True,415,0.6714806589286987,25.63627573502924,12.0,1.678065,0,,75.0,True,clean,2400
173,2024-01-21 06:10:00,G4_Kraft,G1_LightBond,False,1315,0.4716042752715662,26.89959517549833,12.0,3.86926,1,325.0,1300.0,True,recovered,2400
174,2024-01-21 07:00:00,G2_StandardBond,G5_Newsprint,False,1320,0.314201996786514,21.630343431463118,8.0,1.873707,0,,1940.0,True,clean,2400
175,2024-01-21 07:50:00,G2_StandardBond,G1_LightBond,False,1150,0.4250438442608484,19.763161182616248,4.0,1.809468,0,,145.0,True,clean,2400
176,2024-01-21 08:40:00,G5_Newsprint,G1_LightBond,False,1095,0.47410604137217316,21.24896847642668,8.0,2.271576,0,,685.0,True,clean,2400
177,2024-01-21 09:30:00,G3_HeavyBond,G2_StandardBond,False,1180,1.0,20.986497584363754,8.0,4.588989,1,435.0,1005.0,True,recovered,2400
178,2024-01-21 10:20:00,G1_LightBond,G3_HeavyBond,True,425,0.5978047277408134,22.224663580689054,10.0,1.696756,0,,70.0,True,clean,2400
179,2024-01-21 11:10:00,G1_LightBond,G5_Newsprint,False,1280,0.4667091798432128,21.65706014484527,12.0,2.115463,0,,235.0,True,clean,2400
180,2024-01-21 12:00:00,G3_HeavyBond,G2_StandardBond,True,440,0.5955702423689884,25.110370634873284,4.0,3.763209,1,155.0,440.0,True,recovered,2400
181,2024-01-21 12:50:00,G3_HeavyBond,G2_StandardBond,False,1175,0.31565050391780974,25.930213348974835,10.0,2.867639,1,530.0,90.0,True,recovered,2400
182,2024-01-21 13:40:00,G2_StandardBond,G1_LightBond,False,1195,0.8471142231273914,21.890848128731307,10.0,5.119329,1,455.0,110.0,True,recovered,2400
183,2024-01-21 14:30:00,G5_Newsprint,G4_Kraft,False,1155,0.6301777480321589,17.921784472669348,8.0,2.467069,0,,675.0,True,clean,2400
184,2024-01-21 15:20:00,G3_HeavyBond,G2_StandardBond,True,470,0.5625014743909982,20.892395649506785,6.0,2.329697,0,,320.0,True,clean,2400
185,2024-01-21 16:10:00,G1_LightBond,G5_Newsprint,True,410,0.3782165354883925,22.282758441805775,10.0,1.450844,0,,0.0,True,clean,2400
186,2024-01-21 17:00:00,G1_LightBond,G3_HeavyBond,False,1245,0.36294932880610015,25.872568986814525,4.0,2.464114,0,,65.0,True,clean,2400
187,2024-01-21 17:50:00,G3_HeavyBond,G5_Newsprint,False,1155,0.4193550203689641,23.033405422839095,12.0,2.169528,0,,360.0,True,clean,2400
188,2024-01-21 18:40:00,G3_HeavyBond,G5_Newsprint,False,1225,0.6598191369285676,28.424584673254103,4.0,4.524079,1,335.0,1215.0,True,recovered,2400
189,2024-01-21 19:30:00,G4_Kraft,G3_HeavyBond,False,1090,0.5133529483469772,21.224534477116354,4.0,1.891616,0,,515.0,True,clean,2400
190,2024-01-21 20:20:00,G4_Kraft,G3_HeavyBond,False,1270,0.7766525949959402,23.20919227421071,12.0,4.014293,1,500.0,255.0,True,recovered,2400
191,2024-01-21 21:10:00,G3_HeavyBond,G5_Newsprint,False,1135,0.5720209830542518,25.58281233234677,12.0,3.618285,1,375.0,90.0,True,recovered,2400
192,2024-01-21 22:00:00,G5_Newsprint,G2_StandardBond,True,435,0.45037116495331486,25.965245860443922,4.0,2.340195,0,,350.0,True,clean,2400
193,2024-01-21 22:50:00,G1_LightBond,G2_StandardBond,False,1140,0.6741341573594284,27.251816025553737,10.0,3.44714,1,535.0,900.0,True,recovered,2400
194,2024-01-21 23:40:00,G1_LightBond,G5_Newsprint,False,1305,0.6358864136297364,19.657298510324072,10.0,4.929983,1,510.0,910.0,True,recovered,2400
195,2024-01-22 00:30:00,G5_Newsprint,G3_HeavyBond,True,450,0.5063297057812834,27.489471415406545,4.0,1.961565,0,,95.0,True,clean,2400
196,2024-01-22 01:20:00,G3_HeavyBond,G4_Kraft,False,1200,0.8997815993486847,21.62237398957231,12.0,2.24833,0,,840.0,True,clean,2400
197,2024-01-22 02:10:00,G5_Newsprint,G2_StandardBond,True,420,0.6459912454742397,28.139103986382594,6.0,4.448992,1,165.0,340.0,True,recovered,2400
198,2024-01-22 03:00:00,G4_Kraft,G5_Newsprint,True,475,0.5681730335207942,20.56698641691076,10.0,3.293965,1,190.0,480.0,True,recovered,2400
199,2024-01-22 03:50:00,G5_Newsprint,G2_StandardBond,True,445,0.42301667503189855,22.464421812343197,4.0,2.05128,0,,305.0,True,clean,2400
200,2024-01-22 04:40:00,G4_Kraft,G2_StandardBond,False,1300,0.5426744860695423,19.285543996524066,10.0,2.234857,0,,370.0,True,clean,2400
201,2024-01-22 05:30:00,G5_Newsprint,G3_HeavyBond,False,1095,0.4642731242880789,24.9194421369545,10.0,2.55821,1,600.0,645.0,True,recovered,2400
202,2024-01-22 06:20:00,G5_Newsprint,G1_LightBond,False,1135,0.4314469813758871,23.624755421168082,12.0,2.672051,1,505.0,300.0,True,recovered,2400
203,2024-01-22 07:10:00,G5_Newsprint,G3_HeavyBond,False,1100,0.8027451334761774,22.809755093174054,8.0,4.507853,1,435.0,25.0,True,recovered,2400
204,2024-01-22 08:00:00,G2_StandardBond,G5_Newsprint,False,1125,0.6656791093677066,24.057922858766656,12.0,4.758221,1,420.0,160.0,True,recovered,2400
205,2024-01-22 08:50:00,G5_Newsprint,G3_HeavyBond,False,1260,0.364250142873223,19.15956750541846,4.0,1.342219,0,,0.0,True,clean,2400
206,2024-01-22 09:40:00,G4_Kraft,G1_LightBond,False,1210,0.38941645988941787,29.45285943623317,12.0,4.623237,1,290.0,1210.0,True,recovered,2400
207,2024-01-22 10:30:00,G2_StandardBond,G5_Newsprint,True,470,0.4210541992928893,27.038024602619085,8.0,3.470563,1,150.0,455.0,True,recovered,2400
208,2024-01-22 11:20:00,G4_Kraft,G2_StandardBond,True,410,0.33213373544337566,24.242353323482885,4.0,3.296389,1,180.0,385.0,True,recovered,2400
209,2024-01-22 12:10:00,G2_StandardBond,G3_HeavyBond,True,450,0.6297260676849512,22.059799859212895,10.0,2.743086,1,225.0,290.0,True,recovered,2400
210,2024-01-22 13:00:00,G1_LightBond,G5_Newsprint,False,1245,0.3166862170953365,27.15060585159565,12.0,3.130711,1,620.0,1030.0,True,recovered,2400
211,2024-01-22 13:50:00,G2_StandardBond,G1_LightBond,False,1280,0.36429131235396933,20.64898235421127,4.0,2.074265,0,,230.0,True,clean,2400
212,2024-01-22 14:40:00,G5_Newsprint,G4_Kraft,False,1225,0.4987489232889418,22.39608962091522,8.0,1.349502,0,,0.0,True,clean,2400
213,2024-01-22 15:30:00,G5_Newsprint,G3_HeavyBond,False,1120,0.7915579651417761,19.49294781350148,6.0,1.871926,0,,85.0,True,clean,2400
214,2024-01-22 16:20:00,G3_HeavyBond,G1_LightBond,False,1255,0.291053366779022,19.813655800334548,12.0,2.490693,0,,260.0,True,clean,2400
215,2024-01-22 17:10:00,G5_Newsprint,G1_LightBond,False,1215,0.5317342396438496,25.427818774806553,8.0,3.216886,1,320.0,125.0,True,recovered,2400
216,2024-01-22 18:00:00,G4_Kraft,G5_Newsprint,False,1235,0.627284319420891,24.177831503281546,8.0,3.189862,1,505.0,1235.0,True,recovered,2400
217,2024-01-22 18:50:00,G4_Kraft,G1_LightBond,False,1100,0.8456907232938176,23.143217416746328,4.0,5.587001,1,330.0,1170.0,True,recovered,2400
218,2024-01-22 19:40:00,G3_HeavyBond,G1_LightBond,True,395,0.4919184815818255,20.402074386816864,8.0,3.136257,1,210.0,400.0,True,recovered,2400
219,2024-01-22 20:30:00,G4_Kraft,G5_Newsprint,True,395,0.7078028521170474,21.373422783755235,8.0,4.863338,1,85.0,405.0,True,recovered,2400
220,2024-01-22 21:20:00,G3_HeavyBond,G1_LightBond,True,415,0.6985061119280707,25.445813969845062,4.0,4.889062,1,70.0,435.0,True,recovered,2400
221,2024-01-22 22:10:00,G2_StandardBond,G3_HeavyBond,False,1185,0.6348110688154822,27.15009818429344,8.0,4.769074,1,390.0,890.0,True,recovered,2400
222,2024-01-22 23:00:00,G1_LightBond,G3_HeavyBond,True,405,0.4787131808876166,19.651061004854686,12.0,2.207988,0,,150.0,True,clean,2400
223,2024-01-22 23:50:00,G2_StandardBond,G1_LightBond,False,1160,0.3587927039323871,24.239176134187414,12.0,2.539762,1,590.0,790.0,True,recovered,2400
224,2024-01-23 00:40:00,G5_Newsprint,G3_HeavyBond,True,460,0.7062710039332586,20.860567195010727,8.0,1.620789,0,,460.0,True,clean,2400
225,2024-01-23 01:30:00,G3_HeavyBond,G5_Newsprint,False,1260,0.415196070614233,23.351035230228227,12.0,2.304059,0,,795.0,True,clean,2400
226,2024-01-23 02:20:00,G4_Kraft,G1_LightBond,True,425,0.9372856200502797,27.210131988139615,4.0,7.472589,1,40.0,465.0,True,recovered,2400
227,2024-01-23 03:10:00,G3_HeavyBond,G2_StandardBond,True,445,0.5203242955195223,25.517325440317094,8.0,3.35756,1,155.0,450.0,True,recovered,2400
228,2024-01-23 04:00:00,G1_LightBond,G3_HeavyBond,True,410,0.7581102483566822,21.648100591085804,10.0,2.13316,0,,110.0,True,clean,2400
229,2024-01-23 04:50:00,G1_LightBond,G4_Kraft,True,460,0.5990123932756533,24.86907265037888,12.0,3.667268,1,40.0,165.0,True,recovered,2400
230,2024-01-23 05:40:00,G4_Kraft,G2_StandardBond,False,1290,0.38347979114010233,28.17512733233368,6.0,3.720872,1,410.0,1225.0,True,recovered,2400
231,2024-01-23 06:30:00,G1_LightBond,G4_Kraft,False,1135,0.8648280743191719,21.35679974070004,10.0,3.464655,1,470.0,90.0,True,recovered,2400
232,2024-01-23 07:20:00,G3_HeavyBond,G2_StandardBond,False,1120,0.7663257228902656,20.821660776021538,6.0,4.263034,1,420.0,915.0,True,recovered,2400
233,2024-01-23 08:10:00,G2_StandardBond,G5_Newsprint,False,1270,0.9705499971851873,24.286732209698176,10.0,6.678563,1,355.0,45.0,True,recovered,2400
234,2024-01-23 09:00:00,G5_Newsprint,G1_LightBond,False,1290,0.5801176166713202,20.883931015644485,4.0,2.993871,1,750.0,850.0,True,recovered,2400
235,2024-01-23 09:50:00,G1_LightBond,G5_Newsprint,False,1265,0.38655883444625866,19.270431148472372,8.0,2.234235,0,,510.0,True,clean,2400
236,2024-01-23 10:40:00,G4_Kraft,G5_Newsprint,False,1160,0.3956239451337814,22.099218729852545,4.0,2.013455,0,,370.0,True,clean,2400
237,2024-01-23 11:30:00,G5_Newsprint,G1_LightBond,False,1245,0.3047099341717322,26.750842046962994,4.0,3.185654,1,420.0,1105.0,True,recovered,2400
238,2024-01-23 12:20:00,G1_LightBond,G3_HeavyBond,False,1190,0.5786741750892292,21.522157027063532,8.0,1.700989,0,,50.0,True,clean,2400
239,2024-01-23 13:10:00,G2_StandardBond,G5_Newsprint,False,1250,0.760155377595479,23.055744086847437,12.0,4.484297,1,485.0,1085.0,True,recovered,2400
240,2024-01-23 14:00:00,G1_LightBond,G4_Kraft,True,440,0.46064931428521416,21.459439498667347,4.0,2.580291,1,15.0,150.0,True,recovered,2400
241,2024-01-23 14:50:00,G3_HeavyBond,G1_LightBond,False,1275,0.48592643871144947,25.319683459730655,6.0,3.462827,1,415.0,115.0,True,recovered,2400
242,2024-01-23 15:40:00,G3_HeavyBond,G5_Newsprint,False,1310,0.6467355438217941,20.12811595840487,8.0,2.273142,0,,445.0,True,clean,2400
243,2024-01-23 16:30:00,G4_Kraft,G2_StandardBond,False,1135,0.36792329684705327,19.53660516788524,4.0,1.779949,0,,680.0,True,clean,2400
244,2024-01-23 17:20:00,G5_Newsprint,G4_Kraft,False,1135,0.5274632150244541,21.59011799225344,10.0,1.385161,0,,0.0,True,clean,2400
245,2024-01-23 18:10:00,G2_StandardBond,G4_Kraft,False,1145,0.7526456380267152,20.081866731116545,6.0,2.699239,1,595.0,715.0,True,recovered,2400
246,2024-01-23 19:00:00,G1_LightBond,G2_StandardBond,False,1145,1.0,24.749188836435486,6.0,6.363548,1,425.0,865.0,True,recovered,2400
247,2024-01-23 19:50:00,G2_StandardBond,G4_Kraft,True,390,0.6062623649399983,25.56303346317572,10.0,2.204654,0,,70.0,True,clean,2400
248,2024-01-23 20:40:00,G1_LightBond,G3_HeavyBond,False,1125,0.6241224698914905,19.826294116884725,6.0,1.478094,0,,0.0,True,clean,2400
249,2024-01-23 21:30:00,G3_HeavyBond,G5_Newsprint,False,1235,1.0,26.751697779688257,12.0,4.795474,1,260.0,1235.0,True,recovered,2400
